GRID_CD,lat,lon,population,pop_density_norm
나마62a92a,36.11749354973276,125.96939407722341,0,0.0
나마69a08b,35.36583873562612,126.06076437817636,0,0.0
나마99a62a,35.851613542782545,126.38424954074057,0,0.0
나마87b31a,35.57092157534702,126.26125100296298,53,0.007381615598885794
나마97b04b,35.333107037314065,126.3749179423718,0,0.0
나마98b56b,35.801982392622875,126.3794105275094,0,0.0
나마92b35a,35.607534431449714,126.3158874569794,0,0.0
나마71b66b,35.88896029496069,126.07905314739371,0,0.0
나마99b57b,35.81109957268043,126.39035080964199,0,0.0
나마87a32a,35.579879203673435,126.25559491755803,8,0.0011142061281337048
나마76a01a,35.299123839106535,126.1389312980704,0,0.0
나마64b05b,35.33819712576295,126.01174137834141,0,0.0
나마99b00a,35.29274097217434,126.39747150222561,28,0.0038997214484679664
나마65a07a,35.35178557575064,126.01699448384296,0,0.0
나마91a33a,35.589341439679785,126.29959895326762,0,0.0
나마68a09a,35.370214149819645,126.04967933937668,0,0.0
나마90a37b,35.629796294359274,126.28795119260279,0,0.0
나마66b05a,35.33395904561359,126.03382384972551,0,0.0
나마98b01b,35.3061631618514,126.3862902678777,18,0.0025069637883008357
나마99a08a,35.364812796891144,126.39098878684186,0,0.0
나마66a06a,35.34290615799832,126.02816038886431,58,0.00807799442896936
나마95b30b,35.567289009275875,126.34958392679268,0,0.0
나마85a33a,35.588663678325766,126.23338402622022,0,0.0
나마67b08b,35.365640984519366,126.04425779762957,0,0.0
나마99b58b,35.82011409837159,126.39022535589834,0,0.0
나마88a30b,35.5664708955143,126.26683674624027,0,0.0
나마65b05b,35.3383320807552,126.0227418654903,0,0.0
나마89b38a,35.634247843154455,126.28236208175278,0,0.0
나마99a01b,35.30621368232132,126.39178914976833,18,0.0025069637883008357
나마65b07b,35.35635991490457,126.0224135450072,0,0.0
나마62b05b,35.33792421416615,125.98974062476553,0,0.0
나마88b38a,35.634135708,126.27132000928557,0,0.0
나마82a00a,35.29083373695404,126.20505072056216,0,0.0
나마64a06a,35.34263620328779,126.00615819377593,0,0.0
나마65b08b,35.36537381077729,126.02224927540726,0,0.0
나마98a59a,35.824466886292015,126.37355941986372,0,0.0
나마90a37a,35.625289053938374,126.2880192293083,77,0.010724233983286908
나마99a04a,35.32875187253338,126.39148159122652,0,0.0
나마89b32a,35.580160879845835,126.28318142001979,0,0.0
나마93b62a,35.85103256845495,126.32335131301129,0,0.0
나마98a57a,35.80643793668929,126.37381407901839,0,0.0
나마89a36a,35.61616300710822,126.27711563193607,0,0.0
나마92b62b,35.85543073294737,126.31221186716637,0,0.0
나마86a31a,35.570750354155116,126.24470109348874,0,0.0
나마75a38a,35.632522857633674,126.12225825184127,0,0.0
나마85b78a,35.99435408144246,126.23247571798956,0,0.0
나마99b02b,35.315279255962906,126.39716567279287,0,0.0
나마74a42a,35.66845130145777,126.11059279338141,0,0.0
나마99a03a,35.31973660683002,126.39160465561591,0,0.0
나마76b41b,35.6642598876848,126.13828469767981,0,0.0
나마75b09a,35.371176771001515,126.13221866915548,0,0.0
나마99b09b,35.37838599038224,126.39630754199601,0,0.0
나마88a32b,35.584499869856636,126.26656035067228,0,0.0
나마86b33a,35.588836527911965,126.24993754981224,0,0.0
나마88a34a,35.598021563924675,126.26635289285458,0,0.0
나마64b92a,36.11784520660407,125.9971640875534,0,0.0
나마93b63a,35.86004682315447,126.32321809032457,0,0.0
나마68b09a,35.37028007777676,126.05518183857902,0,0.0
